,Unnamed: 0,Rating,Review_Date,Review,Release_Date,Review_clean,Sentiment
308,308,2.0,"Jul 29, 2023","All the actors from the original gone and whats worst Optimus Prime does not sound like Optimus Prime and they even intervened with his character and he does not even act like Optimus Prime. Years later a Transformers movie comes out and it turns out terrible. My all time favourite movie series have been massacred. The story was weak too. This is just soo unacceptable. I'm thinking if they rushed the movie but that cant be the case because it came out after a long time. You got to be so careful and cautious when making a Transformers movie because it had a good reputation but thanks to this one that reputation has shrunk. And also the made it look like fast and the furious, especially towards the end. You cant just put some unpopular basic actors to become heros. This is Transformers, the two main human actors should have been a bit more well known.","June 9, 2023 (United States)",all the actors from the original gone and whats worst optimus prime does not sound like optimus prime and they even intervened with his character and he does not even act like optimus prime years later a transformers movie comes out and it turns out terrible my all time favourite movie series have been massacred the story was weak too this is just soo unacceptable im thinking if they rushed the movie but that cant be the case because it came out after a long time you got to be so careful and cautious when making a transformers movie because it had a good reputation but thanks to this one that reputation has shrunk and also the made it look like fast and the furious especially towards the end you cant just put some unpopular basic actors to become heros this is transformers the two main human actors should have been a bit more well known,NEGATIVE
309,309,3.0,"Oct 5, 2023","We fans are obsessed with Optimus Prime's looks and his truck, but we don't know why you changed his looks. In the earlier movies, he looked like a bold, strong leader. His personality was different.

Now he looks like an Autobot. Why did you make changes in Optimus Prime's design? He looks like Bumblebee because of his height.

What happened to the VFX artists? They are lagging somewhere. They need to improve.

I expected an exciting, thrilling movie, but it didn't vibe like the older movies.

I'm happy that they collaborated with the GI. JOE movie and I expect it to be more thrilling than this movie. A suggestion to the director: Please bring back the old costume/Looks of Optimus Prime as he looks stronger than he is now.","June 9, 2023 (United States)",we fans are obsessed with optimus primes looks and his truck but we dont know why you changed his looks in the earlier movies he looked like a bold strong leader his personality was different now he looks like an autobot why did you make changes in optimus primes design he looks like bumblebee because of his height what happened to the vfx artists they are lagging somewhere they need to improve i expected an exciting thrilling movie but it didnt vibe like the older movies im happy that they collaborated with the gi joe movie and i expect it to be more thrilling than this movie a suggestion to the director please bring back the old costumelooks of optimus prime as he looks stronger than he is now,POSITIVE
310,310,10.0,"Sep 21, 2024","Just come back from the theatre. What can I say. Definitely has some flaws but I don't even care because of the emotional and deep relationship that I have with the franchise. I haven't missed one TF movie in theatres starting from 2011 (Dark of the Moon - one of my first conscious movie theatre experiences). Tears fell as soon as the boys showed up and the main theme (the magical theme of the Bayverse movies composed by the great Steve Jablonsky - how could it not be mentioned in the movie?) started playing. I think that the characters dynamics could've been developed better and in a deeper way and that the audience was thrown right away in the middle of a war sequence, without giving too much exposition. The sound design and the CGI continue to be the absolute trademarks of the franchise (Marvel doesn't even come close) and the excitement they generate in the audience is unexplainable and magic. To be honest I don't even care about how well or bad these movie do because I'll love them forever no matter what, as I do with the Bayverse. This is the rebirth of the franchise and I'm all here for it. I'll never stop watching these movie because it's in the blood - a fan until I die.","June 9, 2023 (United States)",just come back from the theatre what can i say definitely has some flaws but i dont even care because of the emotional and deep relationship that i have with the franchise i havent missed one tf movie in theatres starting from dark of the moon one of my first conscious movie theatre experiences tears fell as soon as the boys showed up and the main theme the magical theme of the bayverse movies composed by the great steve jablonsky how could it not be mentioned in the movie started playing i think that the characters dynamics couldve been developed better and in a deeper way and that the audience was thrown right away in the middle of a war sequence without giving too much exposition the sound design and the cgi continue to be the absolute trademarks of the franchise marvel doesnt even come close and the excitement they generate in the audience is unexplainable and magic to be honest i dont even care about how well or bad these movie do because ill love them forever no matter what as i do with the bayverse this is the rebirth of the franchise and im all here for it ill never stop watching these movie because its in the blood a fan until i die,POSITIVE
311,311,1.0,"Jun 9, 2023","DO NOT TRY THIS WITHOUT YOUR PHONE.

This movie is written for the cell phone generation. Meaning you are not supposed to have to try to follow anything.

Just surf your phone and use it as background noise then you might make it to the end awake.

The story is bland at best I expected little and got less. The cgi is fairly meh.

This is not written as a transformers movie first and foremost this has another agenda in mind. This movie is gonna be remembered as the movie that killed a franchise. It's already received as the movie with the lowest earnings worldwide from a TF movie ever for obvious reason. As a TF lover since the 80s it feels like a sad day.","June 9, 2023 (United States)",do not try this without your phone this movie is written for the cell phone generation meaning you are not supposed to have to try to follow anything just surf your phone and use it as background noise then you might make it to the end awake the story is bland at best i expected little and got less the cgi is fairly meh this is not written as a transformers movie first and foremost this has another agenda in mind this movie is gonna be remembered as the movie that killed a franchise its already received as the movie with the lowest earnings worldwide from a tf movie ever for obvious reason as a tf lover since the s it feels like a sad day,NEGATIVE
312,312,2.0,"Jan 22, 2024","From start to finish, the movie failed to captivate and left much to be desired. Both the animation and audio quality fell short compared to its predecessors, and the acting was simply subpar, lacking the necessary depth. It appears to be a rushed attempt, banking solely on nostalgia with its G! Design and beast characters, rather than putting genuine effort into crafting a compelling narrative.

Regrettably, the film comes across as a mere cash grab, leading to disappointment among fans and critics alike. The lackluster performance at the box office further underscores its shortcomings. The director should seriously reconsider continuing this lackluster storyline and instead, return to the drawing board to develop something more engaging and well-crafted for the audience to enjoy.","June 9, 2023 (United States)",from start to finish the movie failed to captivate and left much to be desired both the animation and audio quality fell short compared to its predecessors and the acting was simply subpar lacking the necessary depth it appears to be a rushed attempt banking solely on nostalgia with its g design and beast characters rather than putting genuine effort into crafting a compelling narrative regrettably the film comes across as a mere cash grab leading to disappointment among fans and critics alike the lackluster performance at the box office further underscores its shortcomings the director should seriously reconsider continuing this lackluster storyline and instead return to the drawing board to develop something more engaging and wellcrafted for the audience to enjoy,NEGATIVE
313,313,4.0,"Sep 10, 2023","It isn't saying much, but this is probably one of only three decent Transformers films. Bumblebee proved to be a good sequel, or as good as a Transformers sequel can get, and Rise follows along. It's plot isn't as convoluted as a lot of the sequels and it has a decent mix of familiar elements. Anthony Ramos of In The Heights and Dominique Fishback, coming fresh off Swarm, are the only humans featured and they're about as good as is required. Ramos' Noah is sympathetic, has charm, and is endearing enough to carry the film. Fishback is good, but her role feels undercooked, as half her job seems to only exist to push the story along.

The Transformers are as good as we've known them to be, but at this point, there's very little magic to their being brought to life. Optimus Prime, typically the beating heart of the franchise, it dull here. We get the same thing we've gotten in practically every film and it's no longer interesting. When he's in action, he's great, but every other time it's the same nobility mixed with learning how to be a better Transformer. The highlights here are Mirage, who provides much of the comic relief and has great chemistry with Noah and Razorwing. Having Michelle Yeoh voice the character adds much to her and makes her endearing.

Overall, while this isn't terrible, it's practically the same as what we've seen before. There's a thing everyone is fighting over, a bunch of bad guys who act like bad guys, and a race to stop the end of the world. The fact they bring in fan favorites, The Maximals, feels almost inconsequential. Optimus Primal, a name that got a good chuckle out of my audience when iterated, feels like a carbon copy of the Optimus Prime we've come to know, except that he turns into a gorilla instead of a vehicle. The rest, save for Razor Wing, feel practically non-existent, except when they need to spring into action.

Speaking of action, it's good here, but much of it also feels like what we've seen before. There are plenty of chases and plenty of robots fighting. Noah gets a surprisingly meaty piece of the action in the climax which, admittedly, might be one of the best action sequences of the franchise. It's enough to keep people entertained, but those who have grown weary of this franchise won't find any renewed love for it here and will likely be bored of it by the end.

Fans will probably get a good kick out of this, but I expect everyone else to feel mostly either bored or serviced by this very typical, very by-the-numbers iteration. I suppose, at least, we can be thankful that it's not as bad as the sequels we got after the original film.","June 9, 2023 (United States)",it isnt saying much but this is probably one of only three decent transformers films bumblebee proved to be a good sequel or as good as a transformers sequel can get and rise follows along its plot isnt as convoluted as a lot of the sequels and it has a decent mix of familiar elements anthony ramos of in the heights and dominique fishback coming fresh off swarm are the only humans featured and theyre about as good as is required ramos noah is sympathetic has charm and is endearing enough to carry the film fishback is good but her role feels undercooked as half her job seems to only exist to push the story along the transformers are as good as weve known them to be but at this point theres very little magic to their being brought to life optimus prime typically the beating heart of the franchise it dull here we get the same thing weve gotten in practically every film and its no longer interesting when hes in action hes great but every other time its the same nobility mixed with learning how to be a better transformer the highlights here are mirage who provides much of the comic relief and has great chemistry with noah and razorwing having michelle yeoh voice the character adds much to her and makes her endearing overall while this isnt terrible its practically the same as what weve seen before theres a thing everyone is fighting over a bunch of bad guys who act like bad guys and a race to stop the end of the world the fact they bring in fan favorites the maximals feels almost inconsequential optimus primal a name that got a good chuckle out of my audience when iterated feels like a carbon copy of the optimus prime weve come to know except that he turns into a gorilla instead of a vehicle the rest save for razor wing feel practically nonexistent except when they need to spring into action speaking of action its good here but much of it also feels like what weve seen before there are plenty of chases and plenty of robots fighting noah gets a surprisingly meaty piece of the action in the climax which admittedly might be one of the best action sequences of the franchise its enough to keep people entertained but those who have grown weary of this franchise wont find any renewed love for it here and will likely be bored of it by the end fans will probably get a good kick out of this but i expect everyone else to feel mostly either bored or serviced by this very typical very bythenumbers iteration i suppose at least we can be thankful that its not as bad as the sequels we got after the original film,NEGATIVE
314,314,8.0,"Aug 14, 2023","Wasn't really looking forward to this one, but it suprised me in a pleasant way. After Bumblebee they finally fixed Transformers. Knowable caracters like in the cartoon from the eightees except for Wheeljack (which was my favorite autobot growing up as a kid) he was nowhere near a volkswagen.

I really wished they would follow the 80's cartoon line, but that is too late now. There is too much contamination with other lines.

But this was a good old flashback to the 80's.

The VFX could have been a little better, sometimes it felt a little off. But the caracters where so much better then the previous movies we saw. No more that flashy flashy stuff....

Anyway hope they continue this path. And a nice touch at the end. Hope to see that one...","June 9, 2023 (United States)",wasnt really looking forward to this one but it suprised me in a pleasant way after bumblebee they finally fixed transformers knowable caracters like in the cartoon from the eightees except for wheeljack which was my favorite autobot growing up as a kid he was nowhere near a volkswagen i really wished they would follow the s cartoon line but that is too late now there is too much contamination with other lines but this was a good old flashback to the s the vfx could have been a little better sometimes it felt a little off but the caracters where so much better then the previous movies we saw no more that flashy flashy stuff anyway hope they continue this path and a nice touch at the end hope to see that one,POSITIVE
315,315,1.0,"Jun 8, 2023",Its an below average movie . The novelty of cars turning to transformer is over now...... Storyline was ok (same american stupidity as they are the saviour of the world) watched it today.. nothing vowed .... I was literally waiting for it to get over.....as didn't call connect at all. No logic to the story.. same typical American story of a underdog kid saving the world type.. stupid dialogues.. do not waste your time me and money... You can with it later on OTT .. thile novelty of watching it during it first part was different.. it doesn't vow you due to the quality of movies we are used to now.,"June 9, 2023 (United States)",its an below average movie the novelty of cars turning to transformer is over now storyline was ok same american stupidity as they are the saviour of the world watched it today nothing vowed i was literally waiting for it to get overas didnt call connect at all no logic to the story same typical american story of a underdog kid saving the world type stupid dialogues do not waste your time me and money you can with it later on ott thile novelty of watching it during it first part was different it doesnt vow you due to the quality of movies we are used to now,NEGATIVE
316,316,2.0,"Jun 13, 2023","A movie made entirely with CGI, forgettable performances, and not even a music score that can be remembered five minutes after leaving the movie theater. I remember following the Manimals in the first decade of the 21st century, and the story and characters were great, but their inclusion in the Autobots universe reduced them to mere pawns used for fighting without any meaningful involvement. This movie was made solely to generate revenue without any sense of significance. It's likely that this indicates the franchise is exhausted and has declined, reducing it to a mere spectacle of special effects. If I were to be pressed further, I would even say that a developing AI could have written such a weak script for them.","June 9, 2023 (United States)",a movie made entirely with cgi forgettable performances and not even a music score that can be remembered five minutes after leaving the movie theater i remember following the manimals in the first decade of the st century and the story and characters were great but their inclusion in the autobots universe reduced them to mere pawns used for fighting without any meaningful involvement this movie was made solely to generate revenue without any sense of significance its likely that this indicates the franchise is exhausted and has declined reducing it to a mere spectacle of special effects if i were to be pressed further i would even say that a developing ai could have written such a weak script for them,NEGATIVE
317,317,2.0,"Aug 19, 2023","Humans are of little Value to xformers but they still appear to be dependent by the writers. Racial politics washed out the story. Unnecessary. Optimus prime is still the man. Great actors... good to see new talent instead of the same old A listers all the time. I had high hopes for this movie. I think folks expect every movie to be an epic 10 rate. They either give it a 10 or a low rating. This one is a solid 5. Good cgi, good production value, good actors. Leave the racial politics out the movie could have been rated higher. Most folks just want to watch a good movie and not be reminded of how we were tormented almost 30 years ago. How can we get past it if we are constantly reminded.","June 9, 2023 (United States)",humans are of little value to xformers but they still appear to be dependent by the writers racial politics washed out the story unnecessary optimus prime is still the man great actors good to see new talent instead of the same old a listers all the time i had high hopes for this movie i think folks expect every movie to be an epic rate they either give it a or a low rating this one is a solid good cgi good production value good actors leave the racial politics out the movie could have been rated higher most folks just want to watch a good movie and not be reminded of how we were tormented almost years ago how can we get past it if we are constantly reminded,POSITIVE
318,318,9.0,"Jun 19, 2023","This movie was so amazing! And so much fun! As someone that isn't a transformers fan, I really loved this movie. First of all, took place in the 90s so it was really nostalgia filled for someone my age. The story (from an outsiders perspective) made a lot of sense and the way the connect all the characters with one another through a common goal was really well done. They had the lines! They said the iconic lines and it didn't feel out of place! We love that! Though I don't have a lot of knowledge with the franchise I can say that it feels like a solid movie to start from. And the ending just has me so excited for what they'll do next!

Acting, amazing and on point. Anthony Ramos and Dominique Fishback were am amazing duo! And they nailed a lot of the funny moments too. If you're interested in this movie I'd say give it a shot.","June 9, 2023 (United States)",this movie was so amazing and so much fun as someone that isnt a transformers fan i really loved this movie first of all took place in the s so it was really nostalgia filled for someone my age the story from an outsiders perspective made a lot of sense and the way the connect all the characters with one another through a common goal was really well done they had the lines they said the iconic lines and it didnt feel out of place we love that though i dont have a lot of knowledge with the franchise i can say that it feels like a solid movie to start from and the ending just has me so excited for what theyll do next acting amazing and on point anthony ramos and dominique fishback were am amazing duo and they nailed a lot of the funny moments too if youre interested in this movie id say give it a shot,POSITIVE
319,319,3.0,"Jul 24, 2023","I just have to say I was so upset how boring this movie was on top of everything else no humor at all what happened Why would Michael bay be OK producing this? Steven Spielberg everybody just let this go bye unbelievable so upsetting. How can they give us all these beautiful movies and try to start over again just a waste of money, a waste of my time and honestly I had to wake up my other half two times that's how boring it was no action may be at the end for 30 seconds but I can't believe it. How could they let this happened do not watch this movie in theaters wait for Redbox if that honestly..","June 9, 2023 (United States)",i just have to say i was so upset how boring this movie was on top of everything else no humor at all what happened why would michael bay be ok producing this steven spielberg everybody just let this go bye unbelievable so upsetting how can they give us all these beautiful movies and try to start over again just a waste of money a waste of my time and honestly i had to wake up my other half two times thats how boring it was no action may be at the end for seconds but i cant believe it how could they let this happened do not watch this movie in theaters wait for redbox if that honestly,NEGATIVE
320,320,2.0,"Jun 30, 2023","The first 15min could have done without.

The writers did a poor job setting the stage.

Too many cheesy lines and poor attempts to fill gaps in the story line with character having a long single dialog to explain thing.

This will be the last Transformers movie I pay to see.

They clearly took a great franchase and once again Hollywood used it to plug political and social activism.

Also, the choice to have characters steal and make poor choices...I didn't pay good money to deal with inner city lack of morals.

Giving this 5 stars just to be nice.

And the lack of Unicron throughout was highly disappointing. There was more Unicron in the 80s cartoon movie!!!","June 9, 2023 (United States)",the first min could have done without the writers did a poor job setting the stage too many cheesy lines and poor attempts to fill gaps in the story line with character having a long single dialog to explain thing this will be the last transformers movie i pay to see they clearly took a great franchase and once again hollywood used it to plug political and social activism also the choice to have characters steal and make poor choicesi didnt pay good money to deal with inner city lack of morals giving this stars just to be nice and the lack of unicron throughout was highly disappointing there was more unicron in the s cartoon movie,NEGATIVE
321,321,1.0,"Aug 6, 2023","Loved it. Reminded me of the time when I watched the first transformers movie and Prime animated series. Music, fights, CGI, direction.. All was good. Needed 15 minutes more runtime coz it did feel a bit rushed. The new characters were cool and very likable. Villains were menacing. Hoping for more tf movies in this universe. Hope they don't redo the things they already done in the bayverse. Not really sure about the post credit scene. I certainly has potential. I hope they know what they're doing.

Teared up in the end of the final battle when I heard it. Really liked it. 8/10.

Till all are one.","June 9, 2023 (United States)",loved it reminded me of the time when i watched the first transformers movie and prime animated series music fights cgi direction all was good needed minutes more runtime coz it did feel a bit rushed the new characters were cool and very likable villains were menacing hoping for more tf movies in this universe hope they dont redo the things they already done in the bayverse not really sure about the post credit scene i certainly has potential i hope they know what theyre doing teared up in the end of the final battle when i heard it really liked it till all are one,POSITIVE
322,322,8.0,"Jun 8, 2023","I think it's safe to say this franchise has had its day ten years ago. Rise of the Beasts is the prime example of how a studio just needs to leave it alone and let it have its day.

Rise of the Beasts is the latest instalment, which screams 'another one!'. This is the seventh movie since the first successful 2007 blockbuster directed by Micheal Bay. I enjoyed that one however, did we really need six more films?

If I was 10 years old this movie would have been my cup of tea. Big action with cheesy one liners and Transformers turning into the coolest cars you could ever imagine. Generally I wanted to have a good time with it. But I just couldn't get on board with it. Despite having beasts in the title I only got 15 minutes of screen time of the primals within the 2 hours.

Anthony Ramos is the highlight of the film, shining brightly. He was also fantastic in the 2020 film, 'Into The Heights', which I highly recommend. The last act was a mixed bag as the final battle commenced. The heroes and villains are battling it out, and with my disbelief it turns into a music video. Ultimately, ruining the climax. The choice of music left me cringing on my salted popcorn.

In all, Rise of the Beasts left me with one bitter taste in my mouth, due to its shockingly bad post credit scene and the idea that Hasbro generally thinks we want what they are offering. I would highly avoid this if you are looking for a film to see with your family or friends. I feel like I wasted £13.50.","June 9, 2023 (United States)",i think its safe to say this franchise has had its day ten years ago rise of the beasts is the prime example of how a studio just needs to leave it alone and let it have its day rise of the beasts is the latest instalment which screams another one this is the seventh movie since the first successful blockbuster directed by micheal bay i enjoyed that one however did we really need six more films if i was years old this movie would have been my cup of tea big action with cheesy one liners and transformers turning into the coolest cars you could ever imagine generally i wanted to have a good time with it but i just couldnt get on board with it despite having beasts in the title i only got minutes of screen time of the primals within the hours anthony ramos is the highlight of the film shining brightly he was also fantastic in the film into the heights which i highly recommend the last act was a mixed bag as the final battle commenced the heroes and villains are battling it out and with my disbelief it turns into a music video ultimately ruining the climax the choice of music left me cringing on my salted popcorn in all rise of the beasts left me with one bitter taste in my mouth due to its shockingly bad post credit scene and the idea that hasbro generally thinks we want what they are offering i would highly avoid this if you are looking for a film to see with your family or friends i feel like i wasted,NEGATIVE
323,323,2.0,"Jun 11, 2023","Side effects include head aches, migranes, thoughts of hopelessness and regret, brain aneurysms, self-harm, depression.

I thought it had a chance for a good plot when Michael Bay wasn't the director but this was even worse. Less explosions substituted with atrocious dialog with an actress who can't even speak right, and a terrible plot that makes even less sense than the one transformer movie were the whole plot was the cube. It doesn't line up with the other movies. The beginning with the new director talking about it was very unprofessional for 200 million dollar movie. Don't watch it. It will give you nightmares of people who can't talk right with conversations of nonsense which doesn't make sense.","June 9, 2023 (United States)",side effects include head aches migranes thoughts of hopelessness and regret brain aneurysms selfharm depression i thought it had a chance for a good plot when michael bay wasnt the director but this was even worse less explosions substituted with atrocious dialog with an actress who cant even speak right and a terrible plot that makes even less sense than the one transformer movie were the whole plot was the cube it doesnt line up with the other movies the beginning with the new director talking about it was very unprofessional for million dollar movie dont watch it it will give you nightmares of people who cant talk right with conversations of nonsense which doesnt make sense,NEGATIVE
324,324,1.0,"Jun 8, 2023","Since inception of Transformers franchise, I have been enjoying each and every part came out. Now, this movie has nothing new to offer, its same kind of storyline. Good robots staying on earth, bad robot comes from outer space, try to find something that is hidden significant to achieve their evil goal. Good and bad robot fights, try to import more big bad robots on earth but eventually good robots stop them and save the world. I personally don't like they way Optimus Prime gets beaten so bad every time as he is portrayed as great warrior from autobot. It's same. Its same sort of trivial plot and quite predictable. Also animal robots are big dislike as why would alien make robot looks like Gorilla?

For me its okay kind of one time watch movie to get entertained and just to keep up with franchise.","June 9, 2023 (United States)",since inception of transformers franchise i have been enjoying each and every part came out now this movie has nothing new to offer its same kind of storyline good robots staying on earth bad robot comes from outer space try to find something that is hidden significant to achieve their evil goal good and bad robot fights try to import more big bad robots on earth but eventually good robots stop them and save the world i personally dont like they way optimus prime gets beaten so bad every time as he is portrayed as great warrior from autobot its same its same sort of trivial plot and quite predictable also animal robots are big dislike as why would alien make robot looks like gorilla for me its okay kind of one time watch movie to get entertained and just to keep up with franchise,NEGATIVE
325,325,3.0,"Aug 6, 2023","""Work friends? You've been inside me.""

Honestly this might just be one of the most entertaining and just fun movies I've watched in a while, I've basically been a fan of the transformers franchise my whole life and I've seen every single live action transformers movie which I actually enjoyed even if that might be a hot take because people don't seem to like the bayverse films, but I thought they were dumb action fun and that's what I would expect from a series about giant robot aliens that can morph into cars, planes, boats, and even animals. I used to watch the animated transformers show constantly and I also watched the beast wars show a bunch (man has the cgi aged horribly for that show), and that's what immediately drew me to this movie in particular, because before this dropped I had completely forgotten about the maximals. So it was an incredibly welcome surprise for me to have them in a live action transformers movie and they looked amazing in my opinion. Plus this movie has Unicron in it and that's the best thing that's ever been in one of these movies, literally just a gigantic planet sized alien robot that goes around killing and destroying every planet he finds, such a cool concept and I really liked having him in the movie. Sadly he barely had any screen time though and he was just a looming threat that never actually occurred, hope he comes back in a later film.

That's something I've always liked about the live action transformers movies, how great the cgi looks on the transformers themselves. From the autobots, the decepticons, the maximals, and the new one for me in this film; the terrorcons (consisting of Scourge, Battletrap, and my personal favorite Nightbird) plus there's the predacons but they're not important. All of these characters were animated perfectly in the film and blended in so well that they just felt normal and never out of place even though they're gigantic alien robots. I really enjoyed all the unique ways they fought even if there wasn't a ton of screen time of them doing so, and their individual personalities which really helped to flesh out their character, making for a much more interesting story. I also really enjoyed their designs, especially Nightbird, the purple definitely helped and the car they turned into is so cool I loved it, it was basically just a parallel to Mirage's car but better because it was purple. One other terrorcon was basically just an opposite of an autobot as well, that being Scourge who was a truck in the same vain as Optimus Prime.

That's another thing I have always really loved about the transformers, their ability to 'transform' into something, and I don't even think it's set to be one specific thing either I'm pretty sure they can become anything really, but my main interest lies in the cars they choose to become. Everyone knows Bumblebee with his yellow striped Camaro, and Optimus Prime with the semi truck. Yet the newest addition the live action autobot roster might just be one of my favorites so far, that being Mirage (voiced by one of my favorite comedians Pete Davidson more on that later), Mirage turns into around three or four different cars in the movie, and they all look really cool, but I love the one he starts out in; a Porsche. Which is one of the best looking cars in the entire movie and I'm glad it's the one with the most screen time because it deserves it. There is one more main autobot in the film which is Arcee, who is I think one of if not the only female autobot, and she turns into a motorcylce and creates a fake driver which is awesome. There's also an Australian plane and a Spanish Volkswagen but they're not as important to the story, still cool though.

Another part of the movie I really enjoyed was the acting/voice acting. While not amazing or anytbing it is a transformers movie. I still found it to be very believable and well done. As previously mentioned I loved Pete Davidson's performance as Mirage and I think his va work is one of the biggest reasons I love the movie, he added so much personality and character to a movie that would be a lot more soulless without him, I do think what happened with mirage at the very end was weird and kind of stupid though, but I don't think it affected the overall movie as a whole all that much. The G. O. A. T. Peter Cullen returned to reprise his role as Optimus Prime and he was genuinely made to be Prime, I cannot imagine another voice behind that behemoth. Ron Pearlman voiced Optimus Primal (big monkey) and I love his voice, it definitely fits the leader role that Primal embodies and it adds a lot of charm to the character in my opinion. Michelle Yeoh was in here as Airazor and that's awesome, love seeing (or hearing) her in films, especially after Everything Eveywhere All At Once. Peter Dinklage voiced the main villain which is surprising, I can seriously never tell whenever he is voice acting in a movie because he's just so good at it. Finally Anthony Ramos did an excellent job as the main character and I think his relationship with Mirage and his little brother added the majority of the soul to the movie and made it more emotionally appealing and compelling to me, but I don't like the ending with him in the final fight though.

The story itself isn't super complex and all that different from any other transformers film, but I still really enjoyed it and I thought the stakes were just high enough that I was glued to the screen watching to see what happened next, even if it was fairly predictable. A lot of character story too, from the humans to the autobots, all delved into and expanded upon a good deal to make watching them more enjoyable. Of course the movie ends in a big cgi battle with a sky beam but I don't care that was fun as hell, I understand why people might not like this but personally I loved it.

I definitely recommend giving it a shot, especially if you're at all a fan of anything related to this franchises. I think I enjoyed it a lot more than most people would because it's been one of my favorite things since I was a kid, but I don't think that's a requirement to have a fun time with this one. Don't really need any prior knowledge going into it other than what the transformers are, but even that isn't required because the movie is practically a reboot and retells its story from near ground zero. I think most people have at least heard of (or seen) Bumblebee or Optimus Prime before though.","June 9, 2023 (United States)",work friends youve been inside me honestly this might just be one of the most entertaining and just fun movies ive watched in a while ive basically been a fan of the transformers franchise my whole life and ive seen every single live action transformers movie which i actually enjoyed even if that might be a hot take because people dont seem to like the bayverse films but i thought they were dumb action fun and thats what i would expect from a series about giant robot aliens that can morph into cars planes boats and even animals i used to watch the animated transformers show constantly and i also watched the beast wars show a bunch man has the cgi aged horribly for that show and thats what immediately drew me to this movie in particular because before this dropped i had completely forgotten about the maximals so it was an incredibly welcome surprise for me to have them in a live action transformers movie and they looked amazing in my opinion plus this movie has unicron in it and thats the best thing thats ever been in one of these movies literally just a gigantic planet sized alien robot that goes around killing and destroying every planet he finds such a cool concept and i really liked having him in the movie sadly he barely had any screen time though and he was just a looming threat that never actually occurred hope he comes back in a later film thats something ive always liked about the live action transformers movies how great the cgi looks on the transformers themselves from the autobots the decepticons the maximals and the new one for me in this film the terrorcons consisting of scourge battletrap and my personal favorite nightbird plus theres the predacons but theyre not important all of these characters were animated perfectly in the film and blended in so well that they just felt normal and never out of place even though theyre gigantic alien robots i really enjoyed all the unique ways they fought even if there wasnt a ton of screen time of them doing so and their individual personalities which really helped to flesh out their character making for a much more interesting story i also really enjoyed their designs especially nightbird the purple definitely helped and the car they turned into is so cool i loved it it was basically just a parallel to mirages car but better because it was purple one other terrorcon was basically just an opposite of an autobot as well that being scourge who was a truck in the same vain as optimus prime thats another thing i have always really loved about the transformers their ability to transform into something and i dont even think its set to be one specific thing either im pretty sure they can become anything really but my main interest lies in the cars they choose to become everyone knows bumblebee with his yellow striped camaro and optimus prime with the semi truck yet the newest addition the live action autobot roster might just be one of my favorites so far that being mirage voiced by one of my favorite comedians pete davidson more on that later mirage turns into around three or four different cars in the movie and they all look really cool but i love the one he starts out in a porsche which is one of the best looking cars in the entire movie and im glad its the one with the most screen time because it deserves it there is one more main autobot in the film which is arcee who is i think one of if not the only female autobot and she turns into a motorcylce and creates a fake driver which is awesome theres also an australian plane and a spanish volkswagen but theyre not as important to the story still cool though another part of the movie i really enjoyed was the actingvoice acting while not amazing or anytbing it is a transformers movie i still found it to be very believable and well done as previously mentioned i loved pete davidsons performance as mirage and i think his va work is one of the biggest reasons i love the movie he added so much personality and character to a movie that would be a lot more soulless without him i do think what happened with mirage at the very end was weird and kind of stupid though but i dont think it affected the overall movie as a whole all that much the g o a t peter cullen returned to reprise his role as optimus prime and he was genuinely made to be prime i cannot imagine another voice behind that behemoth ron pearlman voiced optimus primal big monkey and i love his voice it definitely fits the leader role that primal embodies and it adds a lot of charm to the character in my opinion michelle yeoh was in here as airazor and thats awesome love seeing or hearing her in films especially after everything eveywhere all at once peter dinklage voiced the main villain which is surprising i can seriously never tell whenever he is voice acting in a movie because hes just so good at it finally anthony ramos did an excellent job as the main character and i think his relationship with mirage and his little brother added the majority of the soul to the movie and made it more emotionally appealing and compelling to me but i dont like the ending with him in the final fight though the story itself isnt super complex and all that different from any other transformers film but i still really enjoyed it and i thought the stakes were just high enough that i was glued to the screen watching to see what happened next even if it was fairly predictable a lot of character story too from the humans to the autobots all delved into and expanded upon a good deal to make watching them more enjoyable of course the movie ends in a big cgi battle with a sky beam but i dont care that was fun as hell i understand why people might not like this but personally i loved it i definitely recommend giving it a shot especially if youre at all a fan of anything related to this franchises i think i enjoyed it a lot more than most people would because its been one of my favorite things since i was a kid but i dont think thats a requirement to have a fun time with this one dont really need any prior knowledge going into it other than what the transformers are but even that isnt required because the movie is practically a reboot and retells its story from near ground zero i think most people have at least heard of or seen bumblebee or optimus prime before though,POSITIVE
